"Host.Species","Lake","Year","Julian.Day","Total","pasteuria.inf","metsch.inf","scarlet.inf","brood.inf","larssonia.inf","spider.inf","gurleya.inf","pasteuria.prev","metsch.prev","scarlet.prev","brood.prev","larssonia.prev","spider.prev","gurleya.prev","Density"
"ceriodaphnia","Gosling","2016",2016286,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630815.1
"ceriodaphnia","CrookedP","2016",2016287,103,0,0,0,4,0,0,0,0,0,0,0.0388349514563107,0,0,0,56115.5
"ceriodaphnia","Mill","2016",2016288,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935
"ceriodaphnia","Walsh","2016",2016288,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50310.4
"ceriodaphnia","North","2016",2016289,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.1
"ceriodaphnia","Pickerel","2016",2016289,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11610.1
"ceriodaphnia","Gosling","2016",2016289,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252842.1
"ceriodaphnia","CrookedW","2016",2016291,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59340.5
"ceriodaphnia","Gosling","2016",2016292,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518584.2
"ceriodaphnia","North","2016",2016292,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27090.2
"ceriodaphnia","Pickerel","2016",2016292,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3870
"ceriodaphnia","Whitmore","2016",2016293,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.1
"ceriodaphnia","Woodland","2016",2016293,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25155.2
"ceriodaphnia","North","2016",2016295,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15480.1
"ceriodaphnia","Pickerel","2016",2016295,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9288.1
"ceriodaphnia","Gosling","2016",2016295,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367653
"ceriodaphnia","Gosling","2016",2016298,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224461.8
"ceriodaphnia","Pickerel","2016",2016298,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3870
"ceriodaphnia","North","2016",2016298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ceriodaphnia","Sullivan","2016",2016298,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ceriodaphnia","Mill","2016",2016299,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580
"ceriodaphnia","Appleton","2016",2016300,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160
"ceriodaphnia","Bishop","2016",2016300,174,1,0,0,0,0,0,0,0.00574712643678161,0,0,0,0,0,0,100620.8
"ceriodaphnia","LittleAppleton","2016",2016300,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87075.7
"ceriodaphnia","Gosling","2016",2016301,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294122.4
"ceriodaphnia","North","2016",2016301,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11610.1
"ceriodaphnia","CrookedP","2016",2016302,72,4,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,17415.1
"ceriodaphnia","North","2016",2016304,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10320.1
"ceriodaphnia","Pickerel","2016",2016301,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.1
"ceriodaphnia","Pickerel","2016",2016304,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.1
"ceriodaphnia","Gosling","2016",2016304,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110295.9
"ceriodaphnia","CrookedW","2016",2016306,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.1
"ceriodaphnia","Pickerel","2016",2016307,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3870
"ceriodaphnia","Gosling","2016",2016307,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114165.9
"ceriodaphnia","North","2016",2016307,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.1
"ceriodaphnia","Sullivan","2016",2016307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ceriodaphnia","Whitmore","2016",2016308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.1
"ceriodaphnia","Woodland","2016",2016308,49,2,0,0,0,0,0,0,0.0408163265306122,0,0,0,0,0,0,40248.3
"ceriodaphnia","North","2016",2016310,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.1
"ceriodaphnia","Pickerel","2016",2016310,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ceriodaphnia","Gosling","2016",2016310,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116100.9
"ceriodaphnia","Bishop","2016",2016312,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38700.3
"ceriodaphnia","LittleAppleton","2016",2016312,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11610.1
"ceriodaphnia","Gosling","2016",2016313,98,0,0,0,1,0,0,0,0,0,0,0.0102040816326531,0,0,0,47730.4
"ceriodaphnia","Pickerel","2016",2016313,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ceriodaphnia","Mill","2016",2016314,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ceriodaphnia","CrookedP","2016",2016315,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.1
"ceriodaphnia","Pickerel","2016",2016316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935
"ceriodaphnia","North","2016",2016316,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6192.1
"ceriodaphnia","Gosling","2016",2016316,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30960.3
"dentifera","Bishop","2016",2016200,267,0,0,0,0,1,0,0,0,0,0,0,0.00374531835205993,0,0,887527.2
"dentifera","Appleton","2016",2016200,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46440.4
"dentifera","LittleAppleton","2016",2016200,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070466.8
"dentifera","Walsh","2016",2016202,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184229.6
"dentifera","Mill","2016",2016202,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42570.3
"dentifera","Bruin","2016",2016204,187,0,0,1,0,0,0,0,0,0,0.0053475935828877,0,0,0,0,58050.5
"dentifera","CrookedP","2016",2016204,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562444.6
"dentifera","Cedar","2016",2016207,245,4,0,1,0,1,0,0,0.0163265306122449,0,0.00408163265306122,0,0.00408163265306122,0,0,580504.7
"dentifera","CrookedW","2016",2016207,242,2,0,0,0,0,0,0,0.00826446280991736,0,0,0,0,0,0,330242.7
"dentifera","Sullivan","2016",2016208,283,0,0,0,0,1,0,0,0,0,0,0,0.00353356890459364,0,0,870757.1
"dentifera","Pickerel","2016",2016208,217,0,0,1,0,0,0,0,0,0,0.00460829493087558,0,0,0,0,243812
"dentifera","Gosling","2016",2016208,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127711
"dentifera","North","2016",2016208,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452793.7
"dentifera","Woodland","2016",2016210,242,0,0,1,5,0,0,0,0,0,0.00413223140495868,0.0206611570247934,0,0,0,375393.1
"dentifera","Whitmore","2016",2016210,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11610.1
"dentifera","Pickerel","2016",2016211,221,0,1,1,1,0,0,0,0,0.00452488687782805,0.00452488687782805,0.00452488687782805,0,0,0,352172.9
"dentifera","Gosling","2016",2016211,232,0,1,0,1,0,0,0,0,0.00431034482758621,0,0.00431034482758621,0,0,0,181891.5
"dentifera","North","2016",2016214,287,0,0,0,2,0,0,0,0,0,0,0.00696864111498258,0,0,0,1412561.5
"dentifera","Sullivan","2016",2016214,315,0,0,1,1,0,0,0,0,0,0.00317460317460317,0.00317460317460317,0,0,0,634685.2
"dentifera","North","2016",2016211,249,0,0,1,1,0,0,0,0,0,0.00401606425702811,0.00401606425702811,0,0,0,1226800
"dentifera","Sullivan","2016",2016211,205,0,0,0,1,0,0,0,0,0,0,0.0048780487804878,0,0,0,487624
"dentifera","Pickerel","2016",2016214,210,0,0,1,0,0,0,0,0,0,0.00476190476190476,0,0,0,0,227041.8
"dentifera","Gosling","2016",2016214,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242522
"dentifera","Mill","2016",2016215,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10836.1
"dentifera","Walsh","2016",2016215,204,0,1,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,228331.9
"dentifera","Bishop","2016",2016216,206,6,0,0,0,0,0,0,0.029126213592233,0,0,0,0,0,0,301862.5
"dentifera","Appleton","2016",2016216,202,0,0,0,0,1,0,0,0,0,0,0,0.00495049504950495,0,0,112230.9
"dentifera","LittleAppleton","2016",2016216,341,1,0,2,0,0,0,0,0.00293255131964809,0,0.00586510263929619,0,0,0,0,731435.9
"dentifera","Pickerel","2016",2016217,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170281.4
"dentifera","Gosling","2016",2016217,222,0,0,0,1,0,0,0,0,0,0,0.0045045045045045,0,0,0,236071.9
"dentifera","North","2016",2016217,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913327.4
"dentifera","Sullivan","2016",2016217,211,0,0,2,3,0,0,0,0,0,0.00947867298578199,0.014218009478673,0,0,0,526324.3
"dentifera","Bruin","2016",2016218,207,0,0,0,1,0,0,0,0,0,0,0.00483091787439614,0,0,0,149641.2
"dentifera","CrookedP","2016",2016218,223,0,0,3,0,0,0,0,0,0,0.0134529147982063,0,0,0,0,559864.5
"dentifera","North","2016",2016220,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296460.5
"dentifera","Pickerel","2016",2016220,208,0,0,0,1,0,0,0,0,0,0,0.00480769230769231,0,0,0,252842.1
"dentifera","Sullivan","2016",2016220,201,0,0,0,5,0,0,0,0,0,0,0.0248756218905473,0,0,0,619205
"dentifera","Gosling","2016",2016220,214,1,0,0,0,0,0,0,0.00467289719626168,0,0,0,0,0,0,565024.6
"dentifera","CrookedW","2016",2016222,50,2,0,0,0,0,0,0,0.04,0,0,0,0,0,0,15480.1
"dentifera","Cedar","2016",2016222,218,1,0,0,0,0,0,0,0.00458715596330275,0,0,0,0,0,0,314762.6
"dentifera","Pickerel","2016",2016223,230,0,0,0,2,0,0,0,0,0,0,0.00869565217391304,0,0,0,79335.6
"dentifera","Gosling","2016",2016223,412,0,0,0,0,1,0,0,0,0,0,0,0.00242718446601942,0,0,154801.3
"dentifera","North","2016",2016223,248,2,0,1,0,0,0,0,0.00806451612903226,0,0.00403225806451613,0,0,0,0,546964.4
"dentifera","Sullivan","2016",2016223,206,0,0,1,3,0,0,0,0,0,0.00485436893203883,0.0145631067961165,0,0,0,588244.8
"dentifera","Woodland","2016",2016224,79,0,0,8,0,0,0,0,0,0,0.10126582278481,0,0,0,0,41280.3
"dentifera","North","2016",2016226,449,1,0,0,0,0,0,0,0.0022271714922049,0,0,0,0,0,0,2278158.5
"dentifera","Sullivan","2016",2016226,227,1,0,2,3,0,0,0,0.00440528634361234,0,0.00881057268722467,0.013215859030837,0,0,0,557284.5
"dentifera","Pickerel","2016",2016226,213,0,0,0,1,0,0,0,0,0,0,0.00469483568075117,0,0,0,294122.4
"dentifera","Gosling","2016",2016226,220,0,0,0,3,0,0,0,0,0,0,0.0136363636363636,0,0,0,201241.6
"dentifera","LittleAppleton","2016",2016228,266,3,0,0,0,0,0,0,0.0112781954887218,0,0,0,0,0,0,559219.5
"dentifera","Bishop","2016",2016228,205,8,0,0,1,0,0,0,0.0390243902439024,0,0,0.0048780487804878,0,0,0,134161.1
"dentifera","Appleton","2016",2016228,128,0,0,0,2,0,0,0,0,0,0,0.015625,0,0,0,64500.5
"dentifera","Pickerel","2016",2016229,251,0,0,1,0,0,0,0,0,0,0.00398406374501992,0,0,0,0,615335
"dentifera","Gosling","2016",2016229,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251552
"dentifera","North","2016",2016229,299,0,0,0,1,1,0,0,0,0,0,0.00334448160535117,0.00334448160535117,0,0,735306
"dentifera","Sullivan","2016",2016229,267,0,0,0,0,1,0,0,0,0,0,0,0.00374531835205993,0,0,646295.3
"dentifera","Mill","2016",2016230,308,5,2,0,2,5,0,0,0.0162337662337662,0.00649350649350649,0,0.00649350649350649,0.0162337662337662,0,0,123841
"dentifera","Walsh","2016",2016230,270,2,0,1,0,0,0,0,0.00740740740740741,0,0.0037037037037037,0,0,0,0,108360.9
"dentifera","Bruin","2016",2016231,113,0,0,0,1,0,0,0,0,0,0,0.00884955752212389,0,0,0,56115.5
"dentifera","CrookedP","2016",2016231,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263162.1
"dentifera","North","2016",2016232,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766266.2
"dentifera","Sullivan","2016",2016232,275,1,0,0,1,0,0,0,0.00363636363636364,0,0,0.00363636363636364,0,0,0,562444.6
"dentifera","Pickerel","2016",2016232,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251552
"dentifera","Gosling","2016",2016232,250,0,0,0,1,0,0,0,0,0,0,0.004,0,0,0,352172.9
"dentifera","Gosling","2016",2016235,255,0,0,0,2,0,0,0,0,0,0,0.00784313725490196,0,0,0,387003.1
"dentifera","Pickerel","2016",2016235,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196081.6
"dentifera","North","2016",2016235,247,0,0,1,0,0,0,0,0,0,0.00404858299595142,0,0,0,0,684995.6
"dentifera","Sullivan","2016",2016235,259,0,0,0,2,0,0,0,0,0,0,0.00772200772200772,0,0,0,518584.2
"dentifera","Cedar","2016",2016236,247,19,0,1,0,1,0,0,0.0769230769230769,0,0.00404858299595142,0,0.00404858299595142,0,0,154801.3
"dentifera","CrookedW","2016",2016236,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23220.2
"dentifera","Whitmore","2016",2016237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dentifera","Gosling","2016",2016238,216,1,0,0,0,1,0,0,0.00462962962962963,0,0,0,0.00462962962962963,0,0,410223.3
"dentifera","North","2016",2016238,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242280.1
"dentifera","Sullivan","2016",2016238,231,0,0,0,0,1,0,0,0,0,0,0,0.00432900432900433,0,0,598564.9
"dentifera","Pickerel","2016",2016238,216,0,0,2,0,0,0,0,0,0,0.00925925925925926,0,0,0,0,92880.8
"dentifera","North","2016",2016241,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708215.8
"dentifera","Sullivan","2016",2016241,233,0,0,0,2,0,0,0,0,0,0,0.00858369098712446,0,0,0,580504.7
"dentifera","Pickerel","2016",2016241,220,0,0,0,2,0,0,0,0,0,0,0.00909090909090909,0,0,0,350882.9
"dentifera","Gosling","2016",2016241,376,1,0,0,1,0,0,0,0.00265957446808511,0,0,0.00265957446808511,0,0,0,174151.4
"dentifera","Walsh","2016",2016242,255,2,3,0,0,0,0,0,0.00784313725490196,0.0117647058823529,0,0,0,0,0,448923.6
"dentifera","Mill","2016",2016242,200,3,1,0,0,0,0,0,0.015,0.005,0,0,0,0,0,201241.6
"dentifera","Bishop","2016",2016243,161,1,0,0,0,0,0,0,0.0062111801242236,0,0,0,0,0,0,104490.8
"dentifera","LittleAppleton","2016",2016243,211,6,0,0,0,0,0,0,0.028436018957346,0,0,0,0,0,0,327017.7
"dentifera","Appleton","2016",2016243,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224461.8
"dentifera","North","2016",2016244,227,1,0,0,0,0,0,0,0.00440528634361234,0,0,0,0,0,0,398613.2
"dentifera","Sullivan","2016",2016244,235,0,0,0,2,0,0,0,0,0,0,0.00851063829787234,0,0,0,319277.6
"dentifera","Gosling","2016",2016244,218,2,0,0,0,1,0,0,0.00917431192660551,0,0,0,0.00458715596330275,0,0,147061.2
"dentifera","Pickerel","2016",2016244,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144481.2
"dentifera","Bruin","2016",2016245,258,2,0,0,0,0,0,0,0.00775193798449612,0,0,0,0,0,0,150931.2
"dentifera","CrookedP","2016",2016245,210,1,0,0,0,0,0,0,0.00476190476190476,0,0,0,0,0,0,189631.5
"dentifera","Pickerel","2016",2016247,213,0,0,0,1,0,0,0,0,0,0,0.00469483568075117,0,0,0,224461.8
"dentifera","Gosling","2016",2016247,222,1,0,0,2,0,0,0,0.0045045045045045,0,0,0.00900900900900901,0,0,0,313472.5
"dentifera","North","2016",2016247,324,0,0,7,0,0,0,0,0,0,0.0216049382716049,0,0,0,0,863017
"dentifera","Sullivan","2016",2016247,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506974.1
"dentifera","Pickerel","2016",2016250,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283802.3
"dentifera","Gosling","2016",2016250,275,0,0,0,2,0,0,0,0,0,0,0.00727272727272727,0,0,0,317342.6
"dentifera","North","2016",2016250,276,1,0,4,1,0,0,0,0.0036231884057971,0,0.0144927536231884,0.0036231884057971,0,0,0,580504.7
"dentifera","Sullivan","2016",2016250,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397323.2
"dentifera","CrookedW","2016",2016251,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19350.2
"dentifera","Cedar","2016",2016251,313,9,0,1,1,0,0,0,0.0287539936102236,0,0.00319488817891374,0.00319488817891374,0,0,0,170281.4
"dentifera","Whitmore","2016",2016252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dentifera","North","2016",2016253,230,2,0,3,0,0,0,0,0.00869565217391304,0,0.0130434782608696,0,0,0,0,429573.5
"dentifera","Sullivan","2016",2016253,216,0,0,2,0,0,0,0,0,0,0.00925925925925926,0,0,0,0,732726
"dentifera","Pickerel","2016",2016253,234,0,0,2,0,0,0,0,0,0,0.00854700854700855,0,0,0,0,258002.1
"dentifera","Gosling","2016",2016253,244,4,0,0,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,460533.7
"dentifera","North","2016",2016256,237,2,0,3,0,0,0,0,0.00843881856540084,0,0.0126582278481013,0,0,0,0,855276.9
"dentifera","Sullivan","2016",2016256,220,0,0,1,0,0,0,0,0,0,0.00454545454545455,0,0,0,0,313472.5
"dentifera","Gosling","2016",2016256,221,1,0,0,0,0,0,0,0.00452488687782805,0,0,0,0,0,0,228331.9
"dentifera","Pickerel","2016",2016256,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206401.7
"dentifera","Bishop","2016",2016257,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113520.9
"dentifera","Appleton","2016",2016257,62,0,0,1,0,0,0,0,0,0,0.0161290322580645,0,0,0,0,54180.4
"dentifera","Walsh","2016",2016258,235,7,5,0,0,0,0,0,0.0297872340425532,0.0212765957446809,0,0,0,0,0,317342.6
"dentifera","Mill","2016",2016258,309,20,0,0,0,0,0,0,0.0647249190938511,0,0,0,0,0,0,148609.2
"dentifera","LittleAppleton","2016",2016257,437,19,0,0,0,0,0,0,0.0434782608695652,0,0,0,0,0,0,441828.6
"dentifera","Pickerel","2016",2016259,261,1,0,0,0,0,0,0,0.00383141762452107,0,0,0,0,0,0,291542.4
"dentifera","Gosling","2016",2016259,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251552
"dentifera","North","2016",2016259,252,4,0,3,0,1,0,0,0.0158730158730159,0,0.0119047619047619,0,0.00396825396825397,0,0,406353.3
"dentifera","Sullivan","2016",2016259,230,2,0,2,1,0,0,0,0.00869565217391304,0,0.00869565217391304,0.00434782608695652,0,0,0,565024.6
"dentifera","CrookedP","2016",2016260,217,0,0,0,6,0,0,0,0,0,0,0.0276497695852535,0,0,0,673385.5
"dentifera","Bruin","2016",2016260,354,1,0,0,1,0,0,0,0.00282485875706215,0,0,0.00282485875706215,0,0,0,147061.2
"dentifera","North","2016",2016262,245,1,0,7,0,0,0,0,0.00408163265306122,0,0.0285714285714286,0,0,0,0,433443.5
"dentifera","Sullivan","2016",2016262,242,1,0,1,0,0,0,0,0.00413223140495868,0,0.00413223140495868,0,0,0,0,793356.4
"dentifera","Pickerel","2016",2016262,221,1,0,0,0,0,0,0,0.00452488687782805,0,0,0,0,0,0,236071.9
"dentifera","Gosling","2016",2016262,270,2,0,0,0,0,0,0,0.00740740740740741,0,0,0,0,0,0,554704.5
"dentifera","CrookedW","2016",2016263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580
"dentifera","Cedar","2016",2016263,393,6,0,0,0,0,0,0,0.0152671755725191,0,0,0,0,0,0,118681
"dentifera","Pickerel","2016",2016265,230,0,1,0,0,0,0,0,0,0.00434782608695652,0,0,0,0,0,164476.3
"dentifera","Gosling","2016",2016265,237,2,0,0,0,0,0,0,0.00843881856540084,0,0,0,0,0,0,154801.3
"dentifera","North","2016",2016265,234,5,0,27,0,0,0,0,0.0213675213675214,0,0.115384615384615,0,0,0,0,878497.1
"dentifera","Sullivan","2016",2016265,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301862.5
"dentifera","North","2016",2016268,204,3,0,25,0,0,0,0,0.0147058823529412,0,0.122549019607843,0,0,0,0,456663.7
"dentifera","Sullivan","2016",2016268,293,2,0,3,0,0,0,0,0.0068259385665529,0,0.0102389078498294,0,0,0,0,487624
"dentifera","Pickerel","2016",2016268,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412803.4
"dentifera","Gosling","2016",2016268,254,8,0,0,1,0,0,0,0.031496062992126,0,0,0.00393700787401575,0,0,0,766266.2
"dentifera","LittleAppleton","2016",2016270,237,14,0,0,0,0,0,0,0.0590717299578059,0,0,0,0,0,0,187051.5
"dentifera","Bishop","2016",2016270,222,1,0,0,0,0,0,0,0.0045045045045045,0,0,0,0,0,0,259292.1
"dentifera","Appleton","2016",2016270,147,2,0,0,0,0,0,0,0.0136054421768707,0,0,0,0,0,0,52632.4
"dentifera","Pickerel","2016",2016271,258,1,1,0,0,0,0,0,0.00387596899224806,0.00387596899224806,0,0,0,0,0,243812
"dentifera","Gosling","2016",2016271,215,1,0,0,0,0,0,0,0.00465116279069767,0,0,0,0,0,0,267032.2
"dentifera","North","2016",2016271,228,0,0,37,2,0,0,0,0,0,0.162280701754386,0.0087719298245614,0,0,0,309602.5
"dentifera","Sullivan","2016",2016271,240,0,0,6,0,0,0,0,0,0,0.025,0,0,0,0,356042.9
"dentifera","Walsh","2016",2016272,263,18,27,2,0,0,0,0,0.0684410646387833,0.102661596958175,0.00760456273764259,0,0,0,0,276062.2
"dentifera","Mill","2016",2016272,207,16,0,0,0,0,0,0,0.0772946859903382,0,0,0,0,0,0,112230.9
"dentifera","CrookedP","2016",2016273,250,4,0,0,28,0,0,0,0.016,0,0,0.112,0,0,0,460533.7
"dentifera","Bruin","2016",2016273,209,3,0,0,0,0,0,0,0.0143540669856459,0,0,0,0,0,0,127711
"dentifera","North","2016",2016274,284,3,0,57,1,0,0,0,0.0105633802816901,0,0.200704225352113,0.00352112676056338,0,0,0,136741.1
"dentifera","Sullivan","2016",2016274,251,1,0,1,0,0,0,0,0.00398406374501992,0,0.00398406374501992,0,0,0,0,417963.4
"dentifera","Pickerel","2016",2016274,247,1,0,0,0,1,0,0,0.00404858299595142,0,0,0,0.00404858299595142,0,0,247682
"dentifera","Gosling","2016",2016274,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135451.1
"dentifera","Pickerel","2016",2016277,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108360.9
"dentifera","Gosling","2016",2016277,245,3,0,0,0,0,0,0,0.0122448979591837,0,0,0,0,0,0,123841
"dentifera","North","2016",2016277,294,3,0,30,1,0,0,0,0.0102040816326531,0,0.102040816326531,0.00340136054421769,0,0,0,239941.9
"dentifera","Sullivan","2016",2016277,250,1,0,2,2,0,0,0,0.004,0,0.008,0.008,0,0,0,309602.5
"dentifera","CrookedW","2016",2016278,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12384.1
"dentifera","Cedar","2016",2016278,273,4,0,0,0,0,0,0,0.0146520146520147,0,0,0,0,0,0,212851.7
"dentifera","Woodland","2016",2016279,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935
"dentifera","Pickerel","2016",2016280,109,0,1,0,0,0,0,0,0,0.00917431192660551,0,0,0,0,0,50310.4
"dentifera","Gosling","2016",2016280,203,2,0,0,0,1,0,0,0.00985221674876847,0,0,0,0.00492610837438424,0,0,79335.6
"dentifera","North","2016",2016280,234,3,0,21,2,0,0,0,0.0128205128205128,0,0.0897435897435897,0.00854700854700855,0,0,0,325082.6
"dentifera","Sullivan","2016",2016280,256,1,0,1,1,0,0,0,0.00390625,0,0.00390625,0.00390625,0,0,0,526324.3
"dentifera","Pickerel","2016",2016283,239,0,3,1,0,0,0,0,0,0.0125523012552301,0.00418410041841004,0,0,0,0,147061.2
"dentifera","Gosling","2016",2016283,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228331.9
"dentifera","North","2016",2016283,97,0,0,10,0,0,0,0,0,0,0.103092783505155,0,0,0,0,50310.4
"dentifera","Sullivan","2016",2016283,229,1,2,3,1,1,0,0,0.00436681222707424,0.00873362445414847,0.0131004366812227,0.00436681222707424,0.00436681222707424,0,0,398613.2
"dentifera","Appleton","2016",2016284,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65790.5
"dentifera","Bishop","2016",2016284,554,4,0,0,0,0,0,0,0.0072202166064982,0,0,0,0,0,0,477303.9
"dentifera","LittleAppleton","2016",2016284,261,5,0,0,2,0,0,0,0.0191570881226054,0,0,0.00766283524904215,0,0,0,338627.8
"dentifera","Pickerel","2016",2016286,178,0,1,0,0,0,0,0,0,0.00561797752808989,0,0,0,0,0,117649
"dentifera","North","2016",2016286,215,3,0,11,5,0,0,0,0.013953488372093,0,0.0511627906976744,0.0232558139534884,0,0,0,402483.3
"dentifera","Sullivan","2016",2016286,232,0,0,1,0,0,0,0,0,0,0.00431034482758621,0,0,0,0,518584.2
"dentifera","Gosling","2016",2016286,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220591.8
"dentifera","CrookedP","2016",2016287,212,1,0,0,8,0,0,0,0.00471698113207547,0,0,0.0377358490566038,0,0,0,363783
"dentifera","Bruin","2016",2016287,115,1,0,0,0,0,0,0,0.00869565217391304,0,0,0,0,0,0,73530.6
"dentifera","Mill","2016",2016288,203,9,0,0,0,0,0,0,0.0443349753694581,0,0,0,0,0,0,90945.7
"dentifera","Walsh","2016",2016288,238,7,32,0,0,0,0,0,0.0294117647058824,0.134453781512605,0,0,0,0,0,2948964
"dentifera","North","2016",2016289,209,4,0,17,3,0,0,0,0.0191387559808612,0,0.0813397129186603,0.0143540669856459,0,0,0,301862.5
"dentifera","Sullivan","2016",2016289,257,0,1,1,0,0,0,0,0,0.00389105058365759,0.00389105058365759,0,0,0,0,549544.5
"dentifera","Pickerel","2016",2016289,227,0,2,0,0,0,0,0,0,0.00881057268722467,0,0,0,0,0,156736.3
"dentifera","Gosling","2016",2016289,264,0,0,0,2,0,0,0,0,0,0,0.00757575757575758,0,0,0,105780.9
"dentifera","CrookedW","2016",2016291,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15480.1
"dentifera","Cedar","2016",2016291,229,4,0,0,0,0,0,0,0.0174672489082969,0,0,0,0,0,0,406353.3
